Dataset                      Metric                    metric valor     t      l
../datasets_2/kemerer.arff   Median Absolute Error    316.293         500  0.006
../datasets_2/kemerer.arff   RMSE                     284.602         500  0.006
../datasets_2/kemerer.arff   R2 Score                  -5.43916       500  0.006
../datasets_2/kemerer.arff   MAE                       90.0653        600  0.002
../datasets_2/kemerer.arff   Median Absolute Error     13.5029        600  0.002
../datasets_2/kemerer.arff   RMSE                     142.005         600  0.002
../datasets_2/kemerer.arff   R2 Score                  -0.603089      600  0.002
../datasets_2/kemerer.arff   MAE                      206.108         600  0.003
../datasets_2/kemerer.arff   Median Absolute Error    207.045         600  0.003
../datasets_2/kemerer.arff   RMSE                     262.671         600  0.003
../datasets_2/kemerer.arff   R2 Score                  -4.48498       600  0.003
../datasets_2/kemerer.arff   MAE                      195.381         600  0.004
../datasets_2/kemerer.arff   Median Absolute Error    119             600  0.004
../datasets_2/kemerer.arff   RMSE                     271.171         600  0.004
../datasets_2/kemerer.arff   R2 Score                  -4.84575       600  0.004
../datasets_2/kemerer.arff   MAE                      104.944         600  0.005
../datasets_2/kemerer.arff   Median Absolute Error    101.692         600  0.005
../datasets_2/kemerer.arff   RMSE                     127.045         600  0.005
../datasets_2/kemerer.arff   R2 Score                  -0.283113      600  0.005
../datasets_2/kemerer.arff   MAE                      221.567         600  0.006
../datasets_2/kemerer.arff   Median Absolute Error    277.216         600  0.006
../datasets_2/kemerer.arff   RMSE                     269.799         600  0.006
../datasets_2/kemerer.arff   R2 Score                  -4.78674       600  0.006
../datasets_2/kemerer.arff   MAE                      177.851         700  0.002
../datasets_2/kemerer.arff   Median Absolute Error    193.474         700  0.002
../datasets_2/kemerer.arff   RMSE                     225.473         700  0.002
../datasets_2/kemerer.arff   R2 Score                  -3.04151       700  0.002
../datasets_2/kemerer.arff   MAE                      156.032         700  0.003
../datasets_2/kemerer.arff   Median Absolute Error    196.578         700  0.003
../datasets_2/kemerer.arff   RMSE                     186.591         700  0.003
../datasets_2/kemerer.arff   R2 Score                  -1.76781       700  0.003
../datasets_2/kemerer.arff   MAE                      217.624         700  0.004
../datasets_2/kemerer.arff   Median Absolute Error    183.548         700  0.004
../datasets_2/kemerer.arff   RMSE                     284.838         700  0.004
../datasets_2/kemerer.arff   R2 Score                  -5.44983       700  0.004
../datasets_2/kemerer.arff   MAE                      166.516         700  0.005
../datasets_2/kemerer.arff   Median Absolute Error    126.691         700  0.005
../datasets_2/kemerer.arff   RMSE                     219.566         700  0.005
../datasets_2/kemerer.arff   R2 Score                  -2.83251       700  0.005
../datasets_2/kemerer.arff   MAE                      108.397         700  0.006
../datasets_2/kemerer.arff   Median Absolute Error    134.186         700  0.006
../datasets_2/kemerer.arff   RMSE                     123.189         700  0.006
../datasets_2/kemerer.arff   R2 Score                  -0.206411      700  0.006
../datasets_2/kemerer.arff   MAE                      134.995         800  0.002
../datasets_2/kemerer.arff   Median Absolute Error     54.4757        800  0.002
../datasets_2/kemerer.arff   RMSE                     188.468         800  0.002
../datasets_2/kemerer.arff   R2 Score                  -1.82377       800  0.002
../datasets_2/kemerer.arff   MAE                      157.896         800  0.003
../datasets_2/kemerer.arff   Median Absolute Error     68.937         800  0.003
../datasets_2/kemerer.arff   RMSE                     214.281         800  0.003
../datasets_2/kemerer.arff   R2 Score                  -2.65023       800  0.003
../datasets_2/kemerer.arff   MAE                      168.006         800  0.004
../datasets_2/kemerer.arff   Median Absolute Error     48.0205        800  0.004
../datasets_2/kemerer.arff   RMSE                     261.106         800  0.004
../datasets_2/kemerer.arff   R2 Score                  -4.41983       800  0.004
../datasets_2/kemerer.arff   MAE                      173.163         800  0.005
../datasets_2/kemerer.arff   Median Absolute Error    135.513         800  0.005
../datasets_2/kemerer.arff   RMSE                     228.872         800  0.005
../datasets_2/kemerer.arff   R2 Score                  -3.16427       800  0.005
../datasets_2/kemerer.arff   MAE                      140.815         800  0.006
../datasets_2/kemerer.arff   Median Absolute Error     80.1538        800  0.006
../datasets_2/kemerer.arff   RMSE                     193.673         800  0.006
../datasets_2/kemerer.arff   R2 Score                  -1.98188       800  0.006
../datasets_2/kemerer.arff   MAE                      170.989         900  0.002
../datasets_2/kemerer.arff   Median Absolute Error    135.36          900  0.002
../datasets_2/kemerer.arff   RMSE                     226.747         900  0.002
../datasets_2/kemerer.arff   R2 Score                  -3.08731       900  0.002
../datasets_2/kemerer.arff   MAE                      126.544         900  0.003
../datasets_2/kemerer.arff   Median Absolute Error     39.233         900  0.003
../datasets_2/kemerer.arff   RMSE                     182.182         900  0.003
../datasets_2/kemerer.arff   R2 Score                  -1.63854       900  0.003
../datasets_2/kemerer.arff   MAE                      201.184         900  0.004
../datasets_2/kemerer.arff   Median Absolute Error    205.635         900  0.004
../datasets_2/kemerer.arff   RMSE                     258.134         900  0.004
../datasets_2/kemerer.arff   R2 Score                  -4.29718       900  0.004
../datasets_2/kemerer.arff   MAE                       93.3436        900  0.005
../datasets_2/kemerer.arff   Median Absolute Error     43.2602        900  0.005
../datasets_2/kemerer.arff   RMSE                     134.811         900  0.005
../datasets_2/kemerer.arff   R2 Score                  -0.444788      900  0.005
../datasets_2/kemerer.arff   MAE                      142.756         900  0.006
../datasets_2/kemerer.arff   Median Absolute Error    195.909         900  0.006
../datasets_2/kemerer.arff   RMSE                     168.776         900  0.006
../datasets_2/kemerer.arff   R2 Score                  -1.2645        900  0.006
../datasets_2/kemerer.arff   MAE                      189.766        1000  0.002
../datasets_2/kemerer.arff   Median Absolute Error    229.275        1000  0.002
../datasets_2/kemerer.arff   RMSE                     230.377        1000  0.002
../datasets_2/kemerer.arff   R2 Score                  -3.21922      1000  0.002
../datasets_2/kemerer.arff   MAE                      172.822        1000  0.003
../datasets_2/kemerer.arff   Median Absolute Error    198.733        1000  0.003
../datasets_2/kemerer.arff   RMSE                     215.272        1000  0.003
../datasets_2/kemerer.arff   R2 Score                  -2.68407      1000  0.003
../datasets_2/kemerer.arff   MAE                      179.693        1000  0.004
../datasets_2/kemerer.arff   Median Absolute Error    117.618        1000  0.004
../datasets_2/kemerer.arff   RMSE                     249.974        1000  0.004
../datasets_2/kemerer.arff   R2 Score                  -3.96756      1000  0.004
../datasets_2/kemerer.arff   MAE                      183.943        1000  0.005
../datasets_2/kemerer.arff   Median Absolute Error    107.463        1000  0.005
../datasets_2/kemerer.arff   RMSE                     261.435        1000  0.005
../datasets_2/kemerer.arff   R2 Score                  -4.43352      1000  0.005
../datasets_2/kemerer.arff   MAE                      237.818        1000  0.006
../datasets_2/kemerer.arff   Median Absolute Error    247.142        1000  0.006
../datasets_2/kemerer.arff   RMSE                     294.094        1000  0.006
../datasets_2/kemerer.arff   R2 Score                  -5.87581      1000  0.006
../datasets_2/cocomo81.arff  MAE                      354.199         100  0.002
../datasets_2/cocomo81.arff  Median Absolute Error    123.824         100  0.002
../datasets_2/cocomo81.arff  RMSE                     755.535         100  0.002
../datasets_2/cocomo81.arff  R2 Score                  -0.278061      100  0.002
../datasets_2/cocomo81.arff  MAE                      323.554         100  0.003
../datasets_2/cocomo81.arff  Median Absolute Error    117.87          100  0.003
../datasets_2/cocomo81.arff  RMSE                     637.937         100  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.0888353     100  0.003
../datasets_2/cocomo81.arff  MAE                      339.017         100  0.004
../datasets_2/cocomo81.arff  Median Absolute Error    133.225         100  0.004
../datasets_2/cocomo81.arff  RMSE                     666.215         100  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.00626479    100  0.004
