Dataset                      Metric                   metric valor    d     l
../datasets_2/cocomo81.arff  R2 Score                  -0.179758      3  0.2
../datasets_2/cocomo81.arff  MAE                      924.342         3  0.25
../datasets_2/cocomo81.arff  Median Absolute Error    122.145         3  0.25
../datasets_2/cocomo81.arff  RMSE                    2053.15          3  0.25
../datasets_2/cocomo81.arff  R2 Score                  -0.485461      3  0.25
../datasets_2/cocomo81.arff  MAE                      879.541         4  0.05
../datasets_2/cocomo81.arff  Median Absolute Error     95.3143        4  0.05
../datasets_2/cocomo81.arff  RMSE                    2028.78          4  0.05
../datasets_2/cocomo81.arff  R2 Score                  -0.450407      4  0.05
../datasets_2/cocomo81.arff  MAE                      797.624         4  0.1
../datasets_2/cocomo81.arff  Median Absolute Error    121.197         4  0.1
../datasets_2/cocomo81.arff  RMSE                    1795             4  0.1
../datasets_2/cocomo81.arff  R2 Score                  -0.135404      4  0.1
../datasets_2/cocomo81.arff  MAE                      999.744         4  0.15
../datasets_2/cocomo81.arff  Median Absolute Error     95.6988        4  0.15
../datasets_2/cocomo81.arff  RMSE                    2334.61          4  0.15
../datasets_2/cocomo81.arff  R2 Score                  -0.920647      4  0.15
../datasets_2/cocomo81.arff  MAE                      769.299         4  0.2
../datasets_2/cocomo81.arff  Median Absolute Error    116.824         4  0.2
../datasets_2/cocomo81.arff  RMSE                    1745.25          4  0.2
../datasets_2/cocomo81.arff  R2 Score                  -0.0733416     4  0.2
../datasets_2/cocomo81.arff  MAE                      859.071         4  0.25
../datasets_2/cocomo81.arff  Median Absolute Error     53.7417        4  0.25
../datasets_2/cocomo81.arff  RMSE                    2023             4  0.25
../datasets_2/cocomo81.arff  R2 Score                  -0.44215       4  0.25
../datasets_2/cocomo81.arff  MAE                      883.374         5  0.05
../datasets_2/cocomo81.arff  Median Absolute Error     85.0294        5  0.05
../datasets_2/cocomo81.arff  RMSE                    1970.5           5  0.05
../datasets_2/cocomo81.arff  R2 Score                  -0.368271      5  0.05
../datasets_2/cocomo81.arff  MAE                     1000.03          5  0.1
../datasets_2/cocomo81.arff  Median Absolute Error     58.9012        5  0.1
../datasets_2/cocomo81.arff  RMSE                    2340.05          5  0.1
../datasets_2/cocomo81.arff  R2 Score                  -0.929622      5  0.1
../datasets_2/cocomo81.arff  MAE                      704.283         5  0.15
../datasets_2/cocomo81.arff  Median Absolute Error     60.3687        5  0.15
../datasets_2/cocomo81.arff  RMSE                    1552.7           5  0.15
../datasets_2/cocomo81.arff  R2 Score                   0.150441      5  0.15
../datasets_2/cocomo81.arff  MAE                     1102.76          5  0.2
../datasets_2/cocomo81.arff  Median Absolute Error     98.7907        5  0.2
../datasets_2/cocomo81.arff  RMSE                    2642.48          5  0.2
../datasets_2/cocomo81.arff  R2 Score                  -1.46062       5  0.2
../datasets_2/cocomo81.arff  MAE                      865.011         5  0.25
../datasets_2/cocomo81.arff  Median Absolute Error     90.2277        5  0.25
../datasets_2/cocomo81.arff  RMSE                    1925.39          5  0.25
../datasets_2/cocomo81.arff  R2 Score                  -0.306349      5  0.25
../datasets_2/china.arff     MAE                      354.348         1  0.05
../datasets_2/china.arff     Median Absolute Error    204.659         1  0.05
../datasets_2/china.arff     RMSE                     708.297         1  0.05
../datasets_2/china.arff     R2 Score                   0.983439      1  0.05
../datasets_2/china.arff     MAE                      299.459         1  0.1
../datasets_2/china.arff     Median Absolute Error    162.978         1  0.1
../datasets_2/china.arff     RMSE                     640.958         1  0.1
../datasets_2/china.arff     R2 Score                   0.986438      1  0.1
../datasets_2/china.arff     MAE                      315.635         1  0.15
../datasets_2/china.arff     Median Absolute Error    124.684         1  0.15
../datasets_2/china.arff     RMSE                     665.448         1  0.15
../datasets_2/china.arff     R2 Score                   0.985382      1  0.15
../datasets_2/china.arff     MAE                      302.778         1  0.2
../datasets_2/china.arff     Median Absolute Error    136.876         1  0.2
../datasets_2/china.arff     RMSE                     672.341         1  0.2
../datasets_2/china.arff     R2 Score                   0.985077      1  0.2
../datasets_2/china.arff     MAE                      391.578         1  0.25
../datasets_2/china.arff     Median Absolute Error    164.103         1  0.25
../datasets_2/china.arff     RMSE                     785.746         1  0.25
../datasets_2/china.arff     R2 Score                   0.979619      1  0.25
../datasets_2/china.arff     MAE                      300.736         2  0.05
../datasets_2/china.arff     Median Absolute Error    116.526         2  0.05
../datasets_2/china.arff     RMSE                     715.199         2  0.05
../datasets_2/china.arff     R2 Score                   0.983114      2  0.05
../datasets_2/china.arff     MAE                      281.968         2  0.1
../datasets_2/china.arff     Median Absolute Error    105.182         2  0.1
../datasets_2/china.arff     RMSE                     620.919         2  0.1
../datasets_2/china.arff     R2 Score                   0.987273      2  0.1
../datasets_2/china.arff     MAE                      354.464         2  0.15
../datasets_2/china.arff     Median Absolute Error     90.9356        2  0.15
../datasets_2/china.arff     RMSE                     871.014         2  0.15
../datasets_2/china.arff     R2 Score                   0.974955      2  0.15
../datasets_2/china.arff     MAE                      336.782         2  0.2
../datasets_2/china.arff     Median Absolute Error    102.833         2  0.2
../datasets_2/china.arff     RMSE                     773.927         2  0.2
../datasets_2/china.arff     R2 Score                   0.980227      2  0.2
../datasets_2/china.arff     MAE                      308.617         2  0.25
../datasets_2/china.arff     Median Absolute Error     92.85          2  0.25
../datasets_2/china.arff     RMSE                     687.335         2  0.25
../datasets_2/china.arff     R2 Score                   0.984404      2  0.25
../datasets_2/china.arff     MAE                      214.561         3  0.05
../datasets_2/china.arff     Median Absolute Error     77.7601        3  0.05
../datasets_2/china.arff     RMSE                     483.23          3  0.05
../datasets_2/china.arff     R2 Score                   0.992291      3  0.05
../datasets_2/china.arff     MAE                      240.345         3  0.1
../datasets_2/china.arff     Median Absolute Error     78.873         3  0.1
../datasets_2/china.arff     RMSE                     508.975         3  0.1
../datasets_2/china.arff     R2 Score                   0.991448      3  0.1
../datasets_2/china.arff     MAE                      192.107         3  0.15
../datasets_2/china.arff     Median Absolute Error     66.2043        3  0.15
../datasets_2/china.arff     RMSE                     410.559         3  0.15
../datasets_2/china.arff     R2 Score                   0.994436      3  0.15
../datasets_2/china.arff     MAE                      222.173         3  0.2
../datasets_2/china.arff     Median Absolute Error     83.0902        3  0.2
../datasets_2/china.arff     RMSE                     482.523         3  0.2
../datasets_2/china.arff     R2 Score                   0.992314      3  0.2
../datasets_2/china.arff     MAE                      226.22          3  0.25
../datasets_2/china.arff     Median Absolute Error     97.631         3  0.25
../datasets_2/china.arff     RMSE                     435.824         3  0.25
../datasets_2/china.arff     R2 Score                   0.99373       3  0.25
../datasets_2/china.arff     MAE                      260.608         4  0.05
../datasets_2/china.arff     Median Absolute Error     78.2372        4  0.05
../datasets_2/china.arff     RMSE                     647.606         4  0.05
../datasets_2/china.arff     R2 Score                   0.986155      4  0.05
../datasets_2/china.arff     MAE                      254.618         4  0.1
../datasets_2/china.arff     Median Absolute Error     74.9169        4  0.1
../datasets_2/china.arff     RMSE                     633.413         4  0.1
../datasets_2/china.arff     R2 Score                   0.986755      4  0.1
../datasets_2/china.arff     MAE                      255.734         4  0.15
../datasets_2/china.arff     Median Absolute Error     70.1968        4  0.15
../datasets_2/china.arff     RMSE                     625.541         4  0.15
../datasets_2/china.arff     R2 Score                   0.987083      4  0.15
../datasets_2/china.arff     MAE                      240.3           4  0.2
../datasets_2/china.arff     Median Absolute Error     75.8362        4  0.2
../datasets_2/china.arff     RMSE                     592.256         4  0.2
../datasets_2/china.arff     R2 Score                   0.988421      4  0.2
../datasets_2/china.arff     MAE                      246.142         4  0.25
../datasets_2/china.arff     Median Absolute Error     77.8943        4  0.25
../datasets_2/china.arff     RMSE                     594.189         4  0.25
../datasets_2/china.arff     R2 Score                   0.988345      4  0.25
../datasets_2/china.arff     MAE                      256.84          5  0.05
../datasets_2/china.arff     Median Absolute Error     71.0885        5  0.05
../datasets_2/china.arff     RMSE                     631.978         5  0.05
../datasets_2/china.arff     R2 Score                   0.986815      5  0.05
../datasets_2/china.arff     MAE                      258.4           5  0.1
../datasets_2/china.arff     Median Absolute Error     70.3709        5  0.1
../datasets_2/china.arff     RMSE                     631.903         5  0.1
../datasets_2/china.arff     R2 Score                   0.986818      5  0.1
../datasets_2/china.arff     MAE                      257.725         5  0.15
../datasets_2/china.arff     Median Absolute Error     82.0834        5  0.15
../datasets_2/china.arff     RMSE                     639.383         5  0.15
../datasets_2/china.arff     R2 Score                   0.986505      5  0.15
../datasets_2/china.arff     MAE                      271.939         5  0.2
../datasets_2/china.arff     Median Absolute Error     60.3478        5  0.2
../datasets_2/china.arff     RMSE                     672.385         5  0.2
../datasets_2/china.arff     R2 Score                   0.985075      5  0.2
../datasets_2/china.arff     MAE                      289.384         5  0.25
../datasets_2/china.arff     Median Absolute Error     72.9396        5  0.25
../datasets_2/china.arff     RMSE                     679.99          5  0.25
../datasets_2/china.arff     R2 Score                   0.984736      5  0.25
