Dataset                      Metric                   Metric Value    d    n
../datasets_2/cocomo81.arff  RMSE                     597.722         5   18
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   18
../datasets_2/cocomo81.arff  MAE                      350.273         5   19
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   19
../datasets_2/cocomo81.arff  RMSE                     637.869         5   19
../datasets_2/cocomo81.arff  R2 Score                  -0.316653      5   19
../datasets_2/cocomo81.arff  MAE                      315.042         5   20
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   20
../datasets_2/cocomo81.arff  RMSE                     597.722         5   20
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   20
../datasets_2/cocomo81.arff  MAE                      323.932         6   11
../datasets_2/cocomo81.arff  Median Absolute Error     56.4148        6   11
../datasets_2/cocomo81.arff  RMSE                     607.816         6   11
../datasets_2/cocomo81.arff  R2 Score                  -0.195509      6   11
../datasets_2/cocomo81.arff  MAE                      378.025         6   12
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         6   12
../datasets_2/cocomo81.arff  RMSE                     655.429         6   12
../datasets_2/cocomo81.arff  R2 Score                  -0.390141      6   12
../datasets_2/cocomo81.arff  MAE                      311.975         6   13
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         6   13
../datasets_2/cocomo81.arff  RMSE                     593.837         6   13
../datasets_2/cocomo81.arff  R2 Score                  -0.14115       6   13
../datasets_2/cocomo81.arff  MAE                      311.975         6   14
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         6   14
../datasets_2/cocomo81.arff  RMSE                     599.633         6   14
../datasets_2/cocomo81.arff  R2 Score                  -0.163533      6   14
../datasets_2/cocomo81.arff  MAE                      326.475         6   15
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          6   15
../datasets_2/cocomo81.arff  RMSE                     605.689         6   15
../datasets_2/cocomo81.arff  R2 Score                  -0.187156      6   15
../datasets_2/cocomo81.arff  MAE                      290.783         6   16
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          6   16
../datasets_2/cocomo81.arff  RMSE                     562.486         6   16
../datasets_2/cocomo81.arff  R2 Score                  -0.0238389     6   16
../datasets_2/cocomo81.arff  MAE                      326.071         6   17
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          6   17
../datasets_2/cocomo81.arff  RMSE                     605.641         6   17
../datasets_2/cocomo81.arff  R2 Score                  -0.186968      6   17
../datasets_2/cocomo81.arff  MAE                      346.109         6   18
../datasets_2/cocomo81.arff  Median Absolute Error    172.75          6   18
../datasets_2/cocomo81.arff  RMSE                     637.804         6   18
../datasets_2/cocomo81.arff  R2 Score                  -0.316383      6   18
../datasets_2/cocomo81.arff  MAE                      321.821         6   19
../datasets_2/cocomo81.arff  Median Absolute Error    172.75          6   19
../datasets_2/cocomo81.arff  RMSE                     612.046         6   19
../datasets_2/cocomo81.arff  R2 Score                  -0.212207      6   19
../datasets_2/cocomo81.arff  MAE                      321.821         6   20
../datasets_2/cocomo81.arff  Median Absolute Error    172.75          6   20
../datasets_2/cocomo81.arff  RMSE                     612.046         6   20
../datasets_2/cocomo81.arff  R2 Score                  -0.212207      6   20
../datasets_2/cocomo81.arff  MAE                      323.932         7   11
../datasets_2/cocomo81.arff  Median Absolute Error     56.4148        7   11
../datasets_2/cocomo81.arff  RMSE                     607.816         7   11
../datasets_2/cocomo81.arff  R2 Score                  -0.195509      7   11
../datasets_2/cocomo81.arff  MAE                      342.333         7   12
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   12
../datasets_2/cocomo81.arff  RMSE                     615.725         7   12
../datasets_2/cocomo81.arff  R2 Score                  -0.226824      7   12
../datasets_2/cocomo81.arff  MAE                      333.443         7   13
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   13
../datasets_2/cocomo81.arff  RMSE                     605.763         7   13
../datasets_2/cocomo81.arff  R2 Score                  -0.187446      7   13
../datasets_2/cocomo81.arff  MAE                      343.456         7   14
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   14
../datasets_2/cocomo81.arff  RMSE                     633.946         7   14
../datasets_2/cocomo81.arff  R2 Score                  -0.300505      7   14
../datasets_2/cocomo81.arff  MAE                      325.02          7   15
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   15
../datasets_2/cocomo81.arff  RMSE                     601.642         7   15
../datasets_2/cocomo81.arff  R2 Score                  -0.171344      7   15
../datasets_2/cocomo81.arff  MAE                      291.347         7   16
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   16
../datasets_2/cocomo81.arff  RMSE                     582.402         7   16
../datasets_2/cocomo81.arff  R2 Score                  -0.0976246     7   16
../datasets_2/cocomo81.arff  MAE                      364.654         7   17
../datasets_2/cocomo81.arff  Median Absolute Error    118             7   17
../datasets_2/cocomo81.arff  RMSE                     655.517         7   17
../datasets_2/cocomo81.arff  R2 Score                  -0.390516      7   17
../datasets_2/cocomo81.arff  MAE                      314.77          7   18
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          7   18
../datasets_2/cocomo81.arff  RMSE                     585.776         7   18
../datasets_2/cocomo81.arff  R2 Score                  -0.110378      7   18
../datasets_2/cocomo81.arff  MAE                      301.192         7   19
../datasets_2/cocomo81.arff  Median Absolute Error    118             7   19
../datasets_2/cocomo81.arff  RMSE                     595.175         7   19
../datasets_2/cocomo81.arff  R2 Score                  -0.146298      7   19
../datasets_2/cocomo81.arff  MAE                      364.327         7   20
../datasets_2/cocomo81.arff  Median Absolute Error    118             7   20
../datasets_2/cocomo81.arff  RMSE                     651.615         7   20
../datasets_2/cocomo81.arff  R2 Score                  -0.37401       7   20
../datasets_2/cocomo81.arff  MAE                      323.932         8   11
../datasets_2/cocomo81.arff  Median Absolute Error     56.4148        8   11
../datasets_2/cocomo81.arff  RMSE                     607.816         8   11
../datasets_2/cocomo81.arff  R2 Score                  -0.195509      8   11
../datasets_2/cocomo81.arff  MAE                      342.333         8   12
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         8   12
../datasets_2/cocomo81.arff  RMSE                     615.725         8   12
../datasets_2/cocomo81.arff  R2 Score                  -0.226824      8   12
../datasets_2/cocomo81.arff  MAE                      369.135         8   13
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         8   13
../datasets_2/cocomo81.arff  RMSE                     646.079         8   13
../datasets_2/cocomo81.arff  R2 Score                  -0.350764      8   13
../datasets_2/cocomo81.arff  MAE                      325.02          8   14
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         8   14
../datasets_2/cocomo81.arff  RMSE                     601.642         8   14
../datasets_2/cocomo81.arff  R2 Score                  -0.171344      8   14
../datasets_2/cocomo81.arff  MAE                      325.02          8   15
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         8   15
../datasets_2/cocomo81.arff  RMSE                     601.642         8   15
../datasets_2/cocomo81.arff  R2 Score                  -0.171344      8   15
../datasets_2/cocomo81.arff  MAE                      291.347         8   16
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         8   16
../datasets_2/cocomo81.arff  RMSE                     582.402         8   16
../datasets_2/cocomo81.arff  R2 Score                  -0.0976246     8   16
../datasets_2/cocomo81.arff  MAE                      360.02          8   17
../datasets_2/cocomo81.arff  Median Absolute Error    118             8   17
../datasets_2/cocomo81.arff  RMSE                     645.791         8   17
../datasets_2/cocomo81.arff  R2 Score                  -0.349562      8   17
../datasets_2/cocomo81.arff  MAE                      301.597         8   18
../datasets_2/cocomo81.arff  Median Absolute Error    118             8   18
../datasets_2/cocomo81.arff  RMSE                     595.224         8   18
../datasets_2/cocomo81.arff  R2 Score                  -0.146487      8   18
../datasets_2/cocomo81.arff  MAE                      336.885         8   19
../datasets_2/cocomo81.arff  Median Absolute Error    118             8   19
../datasets_2/cocomo81.arff  RMSE                     636.162         8   19
../datasets_2/cocomo81.arff  R2 Score                  -0.309616      8   19
../datasets_2/cocomo81.arff  MAE                      315.442         8   20
